"name","guess","confidence","female","male","source"
"Sebastien BEY FR","male",0.5,1,1,"bing"
"SHALIENDRA PARIHAR US","male",0.5,1,1,"bing"
"Takayuki Tamura JP","male",0.5,3,3,"bing"
"John M. Werzel US","male",0.666666666666667,1,2,"bing"
"Joseph Popovich US","male",0.9,1,9,"bing"
"Brian BURKE US","male",0.95,1,19,"bing"
"Janine Bilsborough AU","male",0.5,1,1,"bing"
"Petr Georgiyevich AGEEV RU","male",0.666666666666667,1,2,"bing"
"Allison Marsh US","female",0.75,3,1,"bing"
"Jatinder Singh US","male",0.833333333333333,2,10,"bing"
"Joseph D. MOORE US","male",0.75,1,3,"bing"
"Kazuo Takai JP","male",0.666666666666667,1,2,"bing"
"Mark Hauswald US","male",0.857142857142857,1,6,"bing"
"Theresia Ngoin Toyeng CM","male",0.666666666666667,1,2,"bing"
"Barbara Schmidt DE","female",0.75,3,1,"bing"
"Bryan FARRIS US","male",0.75,1,3,"bing"
"STEVEN WILLIAM JAMES HENDERSON GB","male",0.777777777777778,2,7,"bing"
"Philippe Habersetzer FR","male",0.5,1,1,"bing"
"Christopher W. CLUFF US","male",0.875,1,7,"bing"
"Hsing-fa Lin TW","male",0.666666666666667,1,2,"bing"
"Milan Makale US","male",0.833333333333333,1,5,"bing"
"John K. Inman US","male",0.909090909090909,2,20,"bing"
"Thomas B. SHEA US","male",0.75,1,3,"bing"
"Ashwini Amol SAWANT IN","male",0.5,1,1,"bing"
"Asaharu Matsuo JP","male",0.8,1,4,"bing"
"llya A. VOLFSON US","male",0.857142857142857,1,6,"bing"
"Gerard Froidevaux CH","male",0.5,1,1,"bing"
"Bradley Neal SUGGS US","male",0.5,1,1,"bing"
"Takashi Shimizu JP","male",0.966666666666667,1,29,"bing"
"Eberhard Fezer DE","male",0.666666666666667,1,2,"bing"
"Hai-Kun LIU DE","male",0.75,1,3,"bing"
"Nanaka Gotoda JP","male",0.5,1,1,"bing"
"Osamu MACHIDA JP","male",0.5,1,1,"bing"
"LI MA US","male",0.555555555555556,4,5,"bing"
"Yi Ju CN","female",0.8,12,3,"bing"
"Stefan Anker GB","male",0.96,1,24,"bing"
"Seo Jung HAN KR","male",0.785714285714286,3,11,"bing"
"Ilkka Kartio JP","male",0.5,1,1,"bing"
"Dave Sheehan CA","male",0.833333333333333,1,5,"bing"
"Blake T. BONFANTI US","male",0.5,1,1,"bing"
"Gyu Hyun Kim KR","female",0.736842105263158,14,5,"bing"
"Chad P. Stay US","male",0.5,1,1,"bing"
"Malgorzata Simm US","male",0.5,1,1,"bing"
"YAGIZ YAMAN DE","male",0.5,1,1,"bing"
"Carlos HERAS VILA ES","male",0.5,1,1,"bing"
"Mark James Evans US","male",0.75,1,3,"bing"
"John F. Kasper US","male",0.909090909090909,1,10,"bing"
"Joseph Okoro US","male",0.833333333333333,1,5,"bing"
"Hidetoshi Sakai JP","male",0.5,1,1,"bing"
"Guolin CAI US","male",0.5,1,1,"bing"
"Marco Rizzi IT","male",0.833333333333333,1,5,"bing"
"Gregory David UHLENHAKE US","male",0.666666666666667,1,2,"bing"
"William A ARNOLD US","male",0.9,1,9,"bing"
"Norbert Schatz AT","male",0.928571428571429,1,13,"bing"
"Akira Sugiura JP","male",0.857142857142857,1,6,"bing"
"Michael W. Courson US","male",0.5,1,1,"bing"
"Barbara Mognetti IT","male",0.5,1,1,"bing"
"Didier Siri FR","male",0.75,1,3,"bing"
"Takehiro Kanayama JP","male",0.5,1,1,"bing"
"Matthew R. GEISE US","male",0.75,1,3,"bing"
"Pavithra SUNDARARAJAN US","male",0.5,1,1,"bing"
"Douglas W. Spencer US","male",0.666666666666667,1,2,"bing"
"Frank Kahle DE","male",0.8,1,4,"bing"
"Josiah Barrett US","male",0.96551724137931,1,28,"bing"
"Martin STIGTER NL","male",0.75,1,3,"bing"
"John F. Serraino US","male",0.857142857142857,1,6,"bing"
"Philippe CHINA FR","male",0.5,1,1,"bing"
"Vik HAESEN BE","female",0.714285714285714,5,2,"bing"
"Katsuyuki Horita JP","male",0.833333333333333,1,5,"bing"
"Paul B. Talbert US","male",0.857142857142857,1,6,"bing"
"lndu T. BHARATHAN US","male",0.875,1,7,"bing"
"Lucie Marie Ida Lanciaux FR","female",0.75,3,1,"bing"
"Yoshihiro Asari JP","male",0.5,1,1,"bing"
"Masayoshi Teranishi JP","female",0.583333333333333,7,5,"bing"
"Benjamin C. MILGRAM US","male",0.5,1,1,"bing"
"Ari Ammala FI","male",0.666666666666667,1,2,"bing"
"Byron Hourmand US","male",0.5,1,1,"bing"
"Mi Ra PARK KR","female",0.789473684210526,15,4,"bing"
"Alan J. KORMAN US","male",0.857142857142857,1,6,"bing"
"Sascha Rosenfeldt DE","male",0.5,1,1,"bing"
"Peter ARTYMIUK GB","male",0.8,1,4,"bing"
"Fotios M. Plakogiannis US","male",0.666666666666667,1,2,"bing"
"Barton F. HAYNES US","male",0.8,1,4,"bing"
"Denise W. Rafferty US","male",0.5,1,1,"bing"
"Zubair Abdul Wajid Shaikh IN","male",0.5,1,1,"bing"
"Michael Gerlach DE","male",0.875,1,7,"bing"
"Herman Mayr DE","male",0.928571428571429,1,13,"bing"
"Mihoshi Yokoo JP","female",0.857142857142857,6,1,"bing"
"David Yaish IL","male",0.5,1,1,"bing"
"Robert Carl MURRAY US","male",0.933333333333333,1,14,"bing"
"Roger Van Boeyen US","male",0.5,1,1,"bing"
"Ivan CONTE IT","male",0.888888888888889,1,8,"bing"
"Masayuki NAGASAWA JP","male",0.5,1,1,"bing"
"Thomas R. Hecht ","male",0.923076923076923,1,12,"bing"
"Tomoyuki Hattori JP","male",0.833333333333333,1,5,"bing"
"Gerry Nicolaes NL","male",0.888888888888889,1,8,"bing"
"Ilya Dunayevskiy US","male",0.5,1,1,"bing"
"Akifumi Tomiuka JP","male",0.5,3,3,"bing"
"Chang-Yu Hung TW","male",0.5,1,1,"bing"
"Shigeru MURAMATSU JP","male",0.5,1,1,"bing"
"Patrick CHENE FR","male",0.916666666666667,1,11,"bing"
"Kyle Robert Scully US","male",0.5,1,1,"bing"
"Catharine Frank US","female",0.9375,15,1,"bing"
"Sven Mensing DE","male",0.5,1,1,"bing"
"Kirk Alan Rogers US","male",0.9375,1,15,"bing"
"Matteo CALDERONI IT","male",0.666666666666667,1,2,"bing"
"Tony Muchamuel US","male",0.5,1,1,"bing"
"Soenke Petersen DE","male",0.5,1,1,"bing"
"Mario Cigankova CZ","male",0.5,1,1,"bing"
"Bhaskar Rege US","male",0.5,1,1,"bing"
"David Nguyen US","male",0.833333333333333,1,5,"bing"
"Jianguang Chang CN","male",0.75,1,3,"bing"
"Christelle PECQUET FR","male",0.5,1,1,"bing"
"Richard W. Jendrix US","male",0.75,1,3,"bing"
"Bucky Woods US","male",0.9,1,9,"bing"
"Peter Roos DE","male",0.75,1,3,"bing"
"Roel Orsel NL","male",0.75,1,3,"bing"
"Michael Cusano US","male",0.875,1,7,"bing"
"Mark S. Zediker US","male",0.909090909090909,1,10,"bing"
"Matthias Barone DE","male",0.75,1,3,"bing"
"Shiguang ZHOU US","male",0.5,1,1,"bing"
"Donald Kastel US","male",0.833333333333333,1,5,"bing"
"George R. Goth US","female",0.666666666666667,4,2,"bing"
"Steven J. Huebl US","male",0.5,1,1,"bing"
"Joseph P. Mendelsohn US","male",0.75,1,3,"bing"
"Muhammad Altaf SA","male",0.8,1,4,"bing"
"Hiroaki HATTORI JP","male",0.875,1,7,"bing"
"Jeremy C. Hwang US","male",0.9375,1,15,"bing"
"David L. Sloman US","male",0.75,1,3,"bing"
"Valentin Malinov AU","male",0.833333333333333,1,5,"bing"
"Glenn Robert Owens US","male",0.9375,1,15,"bing"
"Maoxiang Wei CN","male",0.8,1,4,"bing"
"Alexander BAECKER DE","male",0.8,1,4,"bing"
"Julian M .C. Golec GB","male",0.5,1,1,"bing"
"Vipul Rasikbhai Gajjar IN","male",0.833333333333333,1,5,"bing"
"Yannis Poulos US","male",0.5,1,1,"bing"
"Raymond Lowe US","male",0.935483870967742,2,29,"bing"
"Byung-Yul CHOI KR","male",0.666666666666667,1,2,"bing"
"David Givens US","male",0.9375,1,15,"bing"
"Hossein Razavi US","male",0.923076923076923,1,12,"bing"
"Takeshi TAKAHARA JP","male",0.9,1,9,"bing"
"Lei XING CN","male",0.875,1,7,"bing"
"John Cruikshank AU","male",0.942857142857143,2,33,"bing"
"Pietro Bertoldo IT","male",0.5,1,1,"bing"
"Meghan E. Swanson US","male",0.5,1,1,"bing"
"Jiseon Yoo KR","male",0.5,1,1,"bing"
"Yin Chan CA","female",0.666666666666667,2,1,"bing"
"Hao-Lin Hsu TW","male",0.5,1,1,"bing"
"Dong-Jin Kwak KR","male",0.947368421052632,1,18,"bing"
"Niels KREBS DK","male",0.857142857142857,1,6,"bing"
"Patrycja MICHALSKA DZIAMA ES","female",0.666666666666667,2,1,"bing"
"Federico FLORINDO IT","male",0.833333333333333,1,5,"bing"
"Naotaka Suganuma JP","male",0.5,1,1,"bing"
"Yukihiro Nemoto JP","female",0.714285714285714,5,2,"bing"
"Ming Kun Shi US","male",0.857142857142857,1,6,"bing"
"Robert Kiss BE","male",0.967741935483871,1,30,"bing"
"Mauro Ajani IT","male",0.875,1,7,"bing"
"Valeriy Petrovich SUSHKOV RU","male",0.5,1,1,"bing"
"Ichiro HAYAKAWA JP","male",0.875,1,7,"bing"
"GEORGES BISMUTH FR","male",0.75,1,3,"bing"
"Marie Christine Sindeby Cullberg SE","female",0.714285714285714,5,2,"bing"
"Noriyuki Shinbo JP","male",0.933333333333333,1,14,"bing"
"Johannes Adam DE","male",0.916666666666667,1,11,"bing"
"Taketo NAGASAKI JP","male",0.5,1,1,"bing"
"John Socrates Thomaides US","male",0.833333333333333,1,5,"bing"
"Michael ASSOULINE FR","male",0.5,1,1,"bing"
"Changfeng XIA CN","male",0.5,1,1,"bing"
"Yasutaka MIZOKOSHI JP","female",0.777777777777778,7,2,"bing"
"Shin-Hong Jang TW","male",0.833333333333333,1,5,"bing"
"Stephane Ciblat CA","male",0.5,1,1,"bing"
"Sebastiano Conti IT","male",0.583333333333333,5,7,"bing"
"Michael Spieth DE","male",0.954545454545455,1,21,"bing"
"John S. Schaffer US","male",0.75,1,3,"bing"
"Thierry Le Gall FR","male",0.666666666666667,1,2,"bing"
"Baochau NGUYEN US","female",0.7,7,3,"bing"
"Attila SOLYMOSI DE","male",0.833333333333333,1,5,"bing"
"Mark D. Eddleston GB","male",0.5,1,1,"bing"
"EDWARD YOST US","male",0.857142857142857,1,6,"bing"
"Cathleen Fedtke AU","female",0.857142857142857,6,1,"bing"
"Kristin M. Listner US","male",0.5,1,1,"bing"
"Ming-Jun Li US","male",0.909090909090909,1,10,"bing"
"Laura Clare Alexandra Perry GB","female",0.923076923076923,12,1,"bing"
"Russell J. Holmes US","male",0.958333333333333,1,23,"bing"
"Guoqiang Xue CN","male",0.8,1,4,"bing"
"Guoxiang Wang CN","male",0.75,1,3,"bing"
"Isamu KANAYA JP","male",0.5,1,1,"bing"
"Mark Po-Shaw Huang TW","male",0.75,1,3,"bing"
"Daniel A. Makled US","male",0.8,1,4,"bing"
"Rihito KANEKO JP","male",0.909090909090909,1,10,"bing"
"Jin LIU CN","male",0.833333333333333,1,5,"bing"
"Dietmar Birgel DE","male",0.5,1,1,"bing"
"Yasushi Goto JP","male",0.833333333333333,1,5,"bing"
"Jacquie Lucille Harper NZ","male",0.5,1,1,"bing"
"Eugene Charles Jansen US","male",0.727272727272727,3,8,"bing"
"Shu-Wei Yang US","male",0.5,1,1,"bing"
"Jeong Min Park KR","male",0.787878787878788,7,26,"bing"
"Yves DUMOULIN CA","male",0.5,1,1,"bing"
"Andrea Manzini IT","male",0.857142857142857,1,6,"bing"
"Julio Enrique Mestroni US","male",0.833333333333333,1,5,"bing"
"Nobuyuki Kawabata JP","female",0.538461538461538,7,6,"bing"
"Heinz Weber DE","male",0.833333333333333,1,5,"bing"
"Min Jae Cho KR","male",0.928571428571429,1,13,"bing"
"Bryan JOHNSON US","male",0.970588235294118,1,33,"bing"
"Hosam Salem Alharbi SA","male",0.5,1,1,"bing"
"Christopher William Sharp GB","male",0.875,1,7,"bing"
"Tobias Wunberg DE","male",0.5,1,1,"bing"
"Adam Wayne Clark US","male",0.928571428571429,1,13,"bing"
"Young-Jin You KR","male",0.769230769230769,6,20,"bing"
"Yoshiyuki Sato JP","male",0.875,1,7,"bing"
"Takeshi Hataya JP","male",0.666666666666667,1,2,"bing"
"Kohei MIYABE JP","female",0.777777777777778,7,2,"bing"
"Zuyu WU CN","female",0.6,3,2,"bing"
"Rajinder SAROI GB","male",0.888888888888889,1,8,"bing"
"JAMES C. TONGUE GB","male",0.833333333333333,1,5,"bing"
"Owen Brendan Wallace US","male",0.666666666666667,7,14,"bing"
"Nazia Quraishi US","male",0.5,1,1,"bing"
"Paul R. Faughnan US","male",0.875,1,7,"bing"
"Peter Maks Skufca SI","male",0.5,1,1,"bing"
"Thomas Hess DE","male",0.857142857142857,1,6,"bing"
"Felix GONZALEZ LOPEZ DE TURISO US","male",0.5,1,1,"bing"
"Fabio Carli CH","male",0.5,1,1,"bing"
"Yi-Wen WANG TW","male",0.5,3,3,"bing"
"Randi B. SILVER US","female",0.857142857142857,6,1,"bing"
"Adriana Elizabeth Trejo MX","male",0.5,1,1,"bing"
"Daniel D. Marks US","male",0.833333333333333,1,5,"bing"
"Tetsuo Murakami JP","male",0.5,1,1,"bing"
"Razvan Ungureanu US","male",0.95,1,19,"bing"
"Daniel URFFER FR","male",0.928571428571429,1,13,"bing"
"Sudheer Kadappa Khanapure IN","female",0.714285714285714,5,2,"bing"
"Murtada Hassan ALDOUKHI US","male",0.888888888888889,1,8,"bing"
"Pavel Krasik CA","male",0.5,1,1,"bing"
"Susan G Banbury GB","female",0.857142857142857,6,1,"bing"
"Michael S. SILVERSTEIN IL","male",0.75,1,3,"bing"
"Thomas E. Rome US","male",0.875,1,7,"bing"
"Joseph F. LANDIS US","male",0.9,1,9,"bing"
"Ashwani Kumar IN","male",0.964285714285714,1,27,"bing"
"Tamara Braden US","female",0.818181818181818,9,2,"bing"
"Tom-Ivar Johansen NO","male",0.5,1,1,"bing"
"Moshe Sinai IL","male",0.9,1,9,"bing"
"Jack D. Zemer US","male",0.75,1,3,"bing"
"Philippe Marcq FR","male",0.5,1,1,"bing"
"Paolo De Vito IT","male",0.75,1,3,"bing"
"Eva-Maria Collnot DE","male",0.5,1,1,"bing"
"Bryan T. Oronsky US","male",0.8,1,4,"bing"
"Chung-Jen James CHOU US","male",0.5,1,1,"bing"
"ROHIT PAWAR DE","male",0.978723404255319,1,46,"bing"
"Junji Ishii JP","male",0.666666666666667,1,2,"bing"
"Akimasa Nakao JP","male",0.833333333333333,1,5,"bing"
"Silvia Maria Booij NL","male",0.5,1,1,"bing"
"Tessa GORDON CA","female",0.75,3,1,"bing"
"Takato ISHIHATA JP","male",0.5,1,1,"bing"
"Kyuman Oh KR","male",0.857142857142857,1,6,"bing"
"Klaus Peters DE","male",0.875,1,7,"bing"
"Manojkumar Ramprasad SHUKLA IN","male",0.888888888888889,1,8,"bing"
"Hyo Ju Kim KR","female",0.975609756097561,40,1,"bing"
"Norbert A. Schorn DE","male",0.857142857142857,1,6,"bing"
"Samuel B. Ho US","male",0.958333333333333,1,23,"bing"
"Jeroen Adrianus Johannes Thijs DE","male",0.5,1,1,"bing"
"Konrad Karner AT","male",0.5,1,1,"bing"
"James Braun US","male",0.866666666666667,2,13,"bing"
"DAN MARDIROSIAN US","male",0.923076923076923,1,12,"bing"
"David Earl Nichols US","male",0.875,1,7,"bing"
"Pierre MONTAGNE FR","male",0.5,1,1,"bing"
"Tomasz Waldemar Biwanski PL","male",0.5,1,1,"bing"
"Raimund W Kinne DE","male",0.5,1,1,"bing"
"Yao FU CN","male",0.5,1,1,"bing"
"Dapeng Yao US","male",0.5,1,1,"bing"
"Michael Simeone US","male",0.96,1,24,"bing"
"Timothy Mundon US","male",0.972972972972973,1,36,"bing"
"Nichola Smith US","female",0.833333333333333,5,1,"bing"
"Douglas Alan Pelmear US","male",0.5,1,1,"bing"
"Zhiming Wu CN","male",0.5,1,1,"bing"
"Mark Leppert US","male",0.833333333333333,1,5,"bing"
"Gary Yonggang Min US","male",0.8,1,4,"bing"
"Paolo POLUCCI IT","male",0.923076923076923,1,12,"bing"
"Paulo Giacomo MILANI BR","male",0.857142857142857,1,6,"bing"
"Kaijing YAN CN","male",0.571428571428571,3,4,"bing"
"Andrea Keane-Myers US","female",0.75,3,1,"bing"
"Tatsuya Ishizaki JP","male",0.5,1,1,"bing"
"Bharat Sanjay Prabhu US","male",0.75,1,3,"bing"
"Shigeyuki SAKAGUCHI JP","male",0.5,1,1,"bing"
"Ingo Andreas MUGGE US","male",0.5,1,1,"bing"
"Raj Nihalani US","male",0.947368421052632,1,18,"bing"
"Michael Maurer DE","male",0.777777777777778,2,7,"bing"
"Rajiah Aldrin Denny US","male",0.75,1,3,"bing"
"Peter LANGBEIN DE","male",0.5,1,1,"bing"
"Kyung-II Jeong KR","male",0.944444444444444,1,17,"bing"
"Gang Wang SG","male",0.8,1,4,"bing"
"Hiroharu Kawahara JP","male",0.75,1,3,"bing"
"Luisa DeCola FR","male",0.666666666666667,1,2,"bing"
"Onur Mudanyali US","male",0.833333333333333,1,5,"bing"
"Yossi Dagon US","male",0.8,1,4,"bing"
"Michael David Kaufman US","male",0.75,1,3,"bing"
"Neil David PEARSON US","male",0.9375,1,15,"bing"
"Xiaoling Li US","female",0.666666666666667,4,2,"bing"
"Frank Wallmeier DE","male",0.666666666666667,1,2,"bing"
"Wesley Blackaby GB","male",0.833333333333333,1,5,"bing"
"Chuy-Nan Chio TW","male",0.5,1,1,"bing"
"Yuan Liu FR","male",0.625,3,5,"bing"
"Frank Schroeder US","male",0.9375,1,15,"bing"
"Chi-Chang TSOU TW","male",0.666666666666667,1,2,"bing"
"Paul Heuschling LU","male",0.5,1,1,"bing"
"ARTHUR A. OUBRIE NL","male",0.857142857142857,1,6,"bing"
"Bernd Trautmann DE","male",0.979591836734694,1,48,"bing"
"Yu Shibata JP","male",0.5,1,1,"bing"
"Katharine Bamsey GB","male",0.75,1,3,"bing"
"Eric BURGER US","male",0.875,1,7,"bing"
"Kenneth Simmen BE","male",0.666666666666667,1,2,"bing"
"Volodymyr Frank DE","male",0.8,1,4,"bing"
"Yuan Lu SUN KR","male",0.625,3,5,"bing"
"Shoso Shingubara JP","female",0.666666666666667,8,4,"bing"
"Andrei Tristan EVULET IT","male",0.5,1,1,"bing"
"Takahiro ONO JP","male",0.5,1,1,"bing"
"Zhanmei LI CN","male",0.5,1,1,"bing"
"Ole Ehlert DE","male",0.666666666666667,2,4,"bing"
"Verena PRITSCHER DE","male",0.6,2,3,"bing"
"Braendon Lindberg US","male",0.75,1,3,"bing"
"Xin Wen US","male",0.666666666666667,4,8,"bing"
"Sonja STRAH-PLEYNET US","male",0.5,1,1,"bing"
"Andrea Hafeman US","female",0.857142857142857,6,1,"bing"
"Michael Steven Hawkins CA","female",0.9,9,1,"bing"
"Antonio Bertoletti SG","male",0.857142857142857,1,6,"bing"
"Cristina Magdalena Muller CH","female",0.857142857142857,6,1,"bing"
"Edgar A. Vargas-Castaneda US","male",0.75,1,3,"bing"
"Christian Haas AT","male",0.833333333333333,1,5,"bing"
"Klaus-Jurgen Satzger DE","male",0.5,1,1,"bing"
"Kathryn KWANT US","female",0.833333333333333,5,1,"bing"
"Markus Hoglinger DE","male",0.666666666666667,1,2,"bing"
"Dongliang Daniel SHEU TW","male",0.5,1,1,"bing"
"Simon HENEIN CH","female",0.538461538461538,7,6,"bing"
"Jan Laredius SE","female",0.7,7,3,"bing"
"John M. Gagas US","male",0.666666666666667,1,2,"bing"
"Shunsuke Takeguchi JP","male",0.9,1,9,"bing"
"Elimelech Rochlin IL","male",0.8,1,4,"bing"
"Yanis BENSLAMA FR","male",0.5,1,1,"bing"
"Rama HENG FR","male",0.833333333333333,1,5,"bing"
"Subbalakshmi Prakash US","female",0.75,3,1,"bing"
"Dietmar Gapski DE","male",0.75,1,3,"bing"
"Yu Yang LIU TW","male",0.833333333333333,1,5,"bing"
"Eiji KODA JP","male",0.888888888888889,1,8,"bing"
"Raghava Choudary PALACHARLA IN","male",0.5,1,1,"bing"
"Eui Joong KIM KR","male",0.888888888888889,1,8,"bing"
"Peter Hinterdorfer AT","male",0.8,1,4,"bing"
"Philip Myers HEYWARD NZ","male",0.833333333333333,1,5,"bing"
"Matthew B. Frieman US","male",0.8,1,4,"bing"
"ROGER HUPPE CA","male",0.5,1,1,"bing"
"Soo-Yeon Moon KR","female",0.705882352941177,12,5,"bing"
"Harvey Donald Solomon US","male",0.888888888888889,1,8,"bing"
"Jean-Marie BOTTO FR","male",0.5,1,1,"bing"
"Clifford A. Bradley US","male",0.5,1,1,"bing"
"Harry Drewes DE","male",0.875,1,7,"bing"
"Stefan Rauscher DE","male",0.5,1,1,"bing"
"Christine Marie, Paul LAMBERT-VAN DER BREMPT GB","male",0.5,1,1,"bing"
"Takao JOUDUKA JP","female",0.777777777777778,7,2,"bing"
"Zachary Thomas Ouradnik US","male",0.75,1,3,"bing"
"Boris Kamentser US","male",0.75,1,3,"bing"
"Young Seon CHO KR","male",0.521739130434783,11,12,"bing"
"Thomas Dauti DE","male",0.5,1,1,"bing"
"Loran Paprocki US","male",0.5,1,1,"bing"
"Atsuki Tsuchiya JP","male",0.5,1,1,"bing"
"Guangjian Wang US","male",0.5,1,1,"bing"
"Keith Mulder US","male",0.5,1,1,"bing"
"Hugh Melling US","male",0.75,1,3,"bing"
"Sang O. Bradley US","male",0.947368421052632,1,18,"bing"
"Edoardo PANZIERA CA","male",0.666666666666667,1,2,"bing"
"Dirk Simon DE","male",0.875,1,7,"bing"
"Wanjun Zheng US","male",0.5,1,1,"bing"
"Paul Wouters BE","male",0.8,1,4,"bing"
"Anna Roig SERRA ES","male",0.833333333333333,1,5,"bing"
"David MCGEOCH GB","male",0.8,1,4,"bing"
"Alberto GIORDANO IT","male",0.8,1,4,"bing"
"Kathryn J. Moore US","female",0.909090909090909,10,1,"bing"
"Jingyu Lao US","male",0.9,1,9,"bing"
"Michael J. Scianamblo US","male",0.8,1,4,"bing"
"Robert M. Johnston US","male",0.909090909090909,1,10,"bing"
"Steven Errick US","male",0.75,1,3,"bing"
"Richard Varvill GB","male",0.869565217391304,3,20,"bing"
"Kaiyi Chang CN","male",0.5,2,2,"bing"
"Rosario LIZIO DE","male",0.5,1,1,"bing"
"Stephen Wild DE","male",0.833333333333333,1,5,"bing"
"Jonghyun KIM JP","male",0.902439024390244,4,37,"bing"
"Yoko Ando JP","female",0.9,9,1,"bing"
"Henry Eugene ROGERS US","male",0.833333333333333,1,5,"bing"
"Jimmy Alexander Quijano Reyes PE","male",0.857142857142857,1,6,"bing"
"Olavo Martins Junior BR","female",0.75,3,1,"bing"
"Hyoungwoo Bai KR","male",0.5,1,1,"bing"
"Galia TEMTSIN-KRAYZ IL","female",0.75,3,1,"bing"
"David Benjamin Jaroch US","male",0.833333333333333,1,5,"bing"
"Kazuma KOMATSU JP","male",0.666666666666667,1,2,"bing"
"Taras Kowalczyszyn CA","male",0.5,1,1,"bing"
"Shuichi Umezawa JP","female",0.8,8,2,"bing"
"Stephen Sears US","male",0.857142857142857,2,12,"bing"
"Nathan V. Matusheski US","male",0.5,1,1,"bing"
"Krijn Pieter de Jong NL","male",0.916666666666667,1,11,"bing"
"Yusuke HADA JP","female",0.777777777777778,7,2,"bing"
"Matthew M. McConnell US","male",0.9375,1,15,"bing"
"Young Ho SHIN KR","male",0.6,2,3,"bing"
"Candace Pert US","female",0.956521739130435,22,1,"bing"
"Rachel HUBERMAN IL","female",0.666666666666667,2,1,"bing"
"William F. Burns US","male",0.714285714285714,2,5,"bing"
"Biao ZHENG CN","male",0.941176470588235,1,16,"bing"
"Lech-Gustav MILROY NL","male",0.666666666666667,1,2,"bing"
"Sven R. Kjaer DK","male",0.666666666666667,2,4,"bing"
"Thomas Lee Mack US","male",0.96551724137931,1,28,"bing"
"Jeffrey D. Shutrump US","male",0.75,1,3,"bing"
"Martin Sabado GB","male",0.5,1,1,"bing"
"Stephane Camus FR","male",0.5,1,1,"bing"
"Gade Reddy US","male",0.75,1,3,"bing"
"Samprati Vijay Shah US","male",0.666666666666667,1,2,"bing"
"Trevor Lee Fletcher GB","male",0.5,1,1,"bing"
"DENNIS BOBSIEN DE","female",0.666666666666667,2,1,"bing"
"John E. Coughlin US","male",0.75,4,12,"bing"
"Peter S. IRELAND AU","male",0.909090909090909,1,10,"bing"
"Eul-Soo Park KR","male",0.875,1,7,"bing"
"Moritz BECK-BROICHSITTER DE","male",0.5,1,1,"bing"
"Richard Julius Penuliar US","male",0.5,1,1,"bing"
"Jayaraman Venkataraghavan US","male",0.5,1,1,"bing"
"Liqun Zhang CN","male",0.5,1,1,"bing"
"Yukio MIYAIRI JP","male",0.5,1,1,"bing"
"Mark David Abers LV","male",0.95,1,19,"bing"
"Mireille Gillings US","female",0.875,14,2,"bing"
"Tatsuya Yamasaki JP","male",0.666666666666667,1,2,"bing"
"Matthew D. Schroll US","male",0.833333333333333,1,5,"bing"
"Stefan STORM DE","male",0.666666666666667,1,2,"bing"
"Martin SMIESKO CH","male",0.75,1,3,"bing"
"Siamak Hashemi US","male",0.666666666666667,2,4,"bing"
"Helene Hardre FR","female",0.75,3,1,"bing"
"Takashi YAMAMOTO JP","male",0.95,1,19,"bing"
"Shinji ONISHI JP","male",0.75,1,3,"bing"
"Sergio M. Hernandez-Gonzalez US","male",0.5,1,1,"bing"
"Kelli Grant US","female",0.9,9,1,"bing"
"Herman De Kock BE","male",0.8,1,4,"bing"
"Dongyeol LIM KR","male",0.5,1,1,"bing"
"Christopher Nutbeem GB","male",0.5,1,1,"bing"
"KEVIN P. HAYS US","male",0.964285714285714,1,27,"bing"
"Glen William Royal US","male",0.75,1,3,"bing"
"Ko ARIGA JP","male",0.75,1,3,"bing"
"Joseph Majzoub US","male",0.75,1,3,"bing"
"Satoru Suzuki JP","male",0.666666666666667,7,14,"bing"
"Chuck McCune US","male",0.8,1,4,"bing"
"Meggan Harris US","female",0.888888888888889,8,1,"bing"
"Frank FILSINGER DE","male",0.833333333333333,1,5,"bing"
"Guenther HARTIG GB","male",0.5,1,1,"bing"
"Seungjae You KR","male",0.888888888888889,1,8,"bing"
"Hannah Amor US","female",0.833333333333333,5,1,"bing"
"Ewa Szolajska PL","male",0.5,1,1,"bing"
"Christiane Jaeger CH","female",0.944444444444444,17,1,"bing"
"Naosuke SUMI JP","male",0.7,3,7,"bing"
"Uwe DICKERT DE","male",0.5,1,1,"bing"
"Susanne MEIER CH","female",0.916666666666667,11,1,"bing"
"Martin ROMZEK US","male",0.833333333333333,1,5,"bing"
"Donna R. Seyler US","female",0.75,3,1,"bing"
